"age","gender","college.degree","degree.level","non.sandler.trained","sandler.trained","prior.Industry","current.job.sales.years","avg.percent.of.revenue.goal","AS1","AS2","AS3","AS4","AS5","AS6","AS7","AS8","AS9","AS10","SC1","SC2","SC3","SC4","SC5","SC6","SC7","SC8","SC9","SC10","AD1","AD2","AD3","AD4","AD5","AD6","AD7","AD8","AD9","AD10","DO1","DO2","DO3","DO4","DO5","DO6","DO7","DO8","DO9","DO10"
39,2,"y","Bachelors","yes","no","Insurance",7,"50%",5,5,5,3,5,5,1,1,1,1,2,1,2,5,3,5,1,4,5,1,4,3,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,4
39,2,"y","Bachelors","no","yes","Accounting",1,"30%",4,4,4,4,3,4,2,2,1,2,4,4,3,4,3,1,2,1,1,1,4,5,5,3,1,1,1,2,1,2,4,2,3,2,4,2,3,3,2,3
39,2,"y","Bachelors","no","no","Financial",2,"40%",5,5,2,5,2,2,4,4,2,2,5,5,5,5,5,2,2,2,2,2,5,5,5,5,3,2,2,2,4,2,2,2,4,2,2,4,4,4,2,2
39,2,"y","none","yes","no","Food Service",3,"40%",4,4,5,4,4,4,2,1,1,1,3,4,2,4,4,2,2,2,2,2,4,5,5,5,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
39,2,"y","Bachelors","no","no","Teacher",3,"40%",4,4,4,3,3,4,2,2,2,3,2,2,2,4,3,3,2,4,3,2,2,4,5,4,2,2,2,4,1,2,2,2,2,2,2,2,4,4,1,2
39,2,"y","Bachelors","no","no","Retail",2,"30%",4,4,4,4,3,4,3,3,1,1,5,4,3,4,4,1,2,1,3,2,3,4,5,1,2,1,1,3,1,1,2,2,3,3,4,3,4,4,2,3
39,2,"y","Bachelors","no","yes","Construction",10,"60%",4,4,4,4,3,4,2,2,2,1,4,3,3,4,4,4,2,2,4,2,4,4,4,3,3,3,3,3,2,4,2,2,2,2,2,2,3,4,3,3
39,2,"y","Bachelors","yes","no","Banking",3,"10%",5,4,4,5,4,2,4,4,2,2,5,4,4,4,4,2,4,2,2,2,4,4,4,4,4,3,2,2,4,2,4,2,4,2,2,4,2,4,3,1
39,2,"y","Masters","yes","yes","Construction",3,"30%",5,4,4,4,3,3,1,2,2,2,4,4,4,4,4,2,2,2,2,2,5,5,5,5,3,3,2,3,2,2,4,4,4,3,4,4,4,4,3,2
39,2,"y","Bachelors","yes","yes","Manufacturing",8,"20%",5,5,5,5,5,5,2,2,1,1,5,5,5,5,5,2,1,1,1,1,3,5,5,5,2,3,3,3,5,3,5,5,5,5,5,3,5,5,4,4
39,2,"y","Associates","yes","no","Office Manager",7,"20%",4,4,4,4,4,4,2,2,1,1,4,4,4,4,4,1,1,2,2,1,5,4,4,4,3,2,2,2,1,2,4,4,4,3,3,4,4,4,3,4
39,2,"y","Bachelors","yes","no","Insurance",7,"40%",4,4,2,2,1,3,4,3,1,1,5,2,2,2,1,4,4,3,4,1,4,5,5,3,3,3,2,4,2,2,4,4,4,3,4,4,2,2,1,2
40,1,"n","none","yes","no","Insurance",7,"50%",4,4,4,5,4,4,2,4,2,1,4,4,4,4,5,2,1,2,2,1,4,5,5,4,3,2,2,2,2,2,3,2,2,2,2,2,3,2,1,1
40,1,"n","Bachelors","yes","no","Technology",7,"40%",5,5,4,5,4,3,2,2,1,1,5,5,5,5,5,1,1,1,1,1,4,5,5,4,2,1,1,2,2,1,5,3,4,3,3,4,5,4,4,3
40,1,"n","none","yes","no","Manufacturing",7,"20%",4,4,4,4,5,4,2,2,1,2,4,4,4,4,4,2,4,1,2,1,4,5,5,5,2,1,1,2,1,2,4,4,2,3,3,3,4,4,3,3
40,1,"n","none","yes","no","Retail",2,"20%",5,4,4,4,4,5,3,2,1,4,4,4,5,5,4,1,1,1,1,1,2,5,4,4,2,4,3,4,1,2,4,4,4,4,4,4,4,4,4,3
40,1,"y","Associates","yes","no","Food Service",3,"10%",2,3,2,2,4,3,3,4,4,4,5,2,2,4,3,4,2,3,4,4,2,4,4,4,4,2,2,2,2,1,4,3,2,2,4,3,2,2,3,2
40,1,"y","Associates","yes","no","Relail ",4,"10%",4,4,4,4,5,5,2,3,2,2,5,5,5,5,4,2,2,1,2,2,4,5,4,3,3,4,2,4,3,2,4,4,4,4,4,3,2,4,3,2
40,1,"y","Associates","yes","no","Insurance",7,"20%",4,4,4,4,4,4,2,3,2,2,5,4,4,4,4,1,2,2,2,1,4,5,4,3,3,3,2,4,3,4,4,4,3,3,4,2,2,4,3,2
40,1,"y","Masters","yes","no","Consulting",6,"50%",5,3,2,4,4,4,2,2,1,1,5,5,4,4,4,1,2,2,2,2,4,4,5,4,2,1,2,2,1,2,4,4,3,2,2,2,4,4,1,1
40,1,"y","Associates","yes","no","Food Service",2,"20%",2,5,4,3,4,5,4,2,1,1,2,1,4,2,3,5,1,4,4,2,5,4,5,5,4,3,1,5,1,1,4,4,4,4,3,1,5,4,4,2
40,1,"y","Bachelors","no","yes","Relail ",7,"30%",4,5,4,4,4,4,2,2,2,1,4,2,2,4,4,2,2,2,4,2,2,4,4,4,2,2,2,4,1,2,4,2,3,4,3,3,4,4,2,2
40,1,"y","Bachelors","yes","no","Insurance",5,"20%",2,3,3,4,5,2,2,4,1,1,4,4,3,2,4,2,2,2,3,1,5,2,5,5,1,1,1,4,2,1,5,4,4,1,4,2,1,5,2,1
40,1,"y","Masters","no","yes","Consulting",9,"60%",2,5,5,4,4,5,2,2,3,2,1,1,1,2,2,5,4,4,4,2,4,4,2,2,4,4,4,4,2,4,3,3,4,4,4,4,4,4,4,4
40,1,"y","Bachelors","no","yes","Programmer",6,"10%",4,4,3,4,4,3,2,2,1,2,4,4,4,4,4,2,2,2,2,2,3,4,4,4,3,2,2,2,2,3,3,4,3,2,3,3,2,4,3,3
40,1,"y","Associates","no","yes","Insurance",3,"20%",2,4,4,3,3,5,2,2,1,2,4,2,3,2,3,4,3,2,4,3,4,4,3,4,3,2,3,4,1,2,3,2,5,3,2,2,3,2,3,1
40,1,"y","Masters","yes","no","Technology",6,"50%",5,5,4,5,4,5,2,2,1,1,5,4,4,5,4,1,1,1,2,1,3,5,4,4,3,2,1,3,1,3,5,5,5,5,5,4,3,3,4,4
40,2,"n","none","no","no","Web Tech",3,"10%",4,3,4,4,4,1,3,2,1,2,4,1,2,4,5,3,2,3,2,2,5,5,5,5,3,2,1,3,1,1,3,4,4,3,4,3,2,2,2,2
40,2,"n","none","yes","yes","Insurance",3,"20%",4,4,3,4,3,4,2,2,1,2,4,3,1,4,4,3,2,2,3,1,5,4,5,4,2,2,2,3,1,2,4,3,3,2,4,2,4,5,2,2
40,2,"n","none","no","yes","Sales",10,"20%",5,5,2,5,3,4,5,1,3,5,5,5,5,4,4,1,1,1,2,1,5,5,5,3,5,3,2,4,1,3,1,1,3,2,5,2,5,4,3,3
40,2,"n","none","no","yes","Sales",10,"40%",5,4,4,5,3,4,4,3,5,1,3,2,1,4,4,4,3,2,5,4,3,5,4,3,2,2,2,3,1,3,3,2,3,5,4,3,3,1,3,5
40,2,"n","none","no","yes","Sales",10,"40%",5,4,4,4,5,5,2,2,1,1,5,4,4,4,4,2,1,1,4,1,5,5,5,5,2,2,2,1,1,2,4,4,4,3,4,4,4,4,4,4
40,2,"n","none","no","yes","Web Tech",7,"20%",5,5,4,5,4,4,2,3,1,1,5,4,5,5,5,2,1,1,3,2,4,5,5,5,2,2,2,2,1,2,2,2,2,2,2,2,4,4,1,3
40,2,"n","none","yes","no","Call Center",3,"30%",4,4,5,4,4,4,1,2,1,3,4,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,5,3,5,5,3,3
40,2,"n","none","no","yes","Sales",11,"50%",5,5,4,5,5,4,2,3,1,1,5,5,5,5,5,1,1,2,2,1,5,5,5,5,2,1,2,2,1,2,4,4,1,1,2,1,2,3,4,1
40,2,"n","none","no","yes","Sales",3,"30%",2,2,1,4,2,2,2,2,2,1,2,2,4,2,4,3,2,3,4,1,5,4,1,5,1,2,2,2,2,1,2,2,2,2,4,2,4,4,1,2
40,2,"n","none","no","yes","Construction",3,"50%",3,2,2,2,3,4,3,4,2,2,4,2,1,3,2,4,2,4,4,3,2,4,4,5,3,2,1,5,1,1,4,3,3,3,2,1,4,3,2,2
40,2,"n","none","no","yes","Sales",11,"30%",4,3,2,4,3,2,3,4,2,1,4,4,2,4,3,2,2,2,4,2,5,4,4,4,3,2,2,3,2,3,3,3,3,1,1,1,4,4,1,1
40,2,"n","none","no","yes","Sales",2,"30%",4,2,2,2,2,2,4,4,2,2,2,2,1,4,2,2,3,4,4,2,2,4,4,2,4,2,2,4,2,4,2,1,2,3,4,2,1,4,2,1
40,2,"y","Masters","no","yes","High Tech Sales",8,"50%",4,2,3,4,2,3,4,2,4,2,4,4,4,4,4,2,2,2,2,2,2,2,4,3,4,3,2,4,2,2,1,1,2,2,4,2,4,4,2,3
40,2,"y","Bachelors","no","yes","Retail",3,"20%",5,4,2,4,3,3,3,2,3,1,5,5,4,5,4,2,2,2,2,3,5,5,5,5,2,2,2,2,3,1,4,4,3,2,1,2,2,2,2,2
40,2,"y","Bachelors","no","yes","Retail",3,"20%",5,5,5,3,4,3,3,3,1,1,1,1,3,5,2,5,4,5,5,1,2,5,5,5,5,1,1,4,5,3,4,4,2,3,4,5,5,5,5,5
40,2,"y","Associates","yes","no","Call Center",2,"40%",2,2,1,3,1,1,4,4,2,3,4,1,1,2,2,5,4,4,5,2,2,5,4,4,3,3,3,4,1,3,3,2,4,2,3,3,2,2,2,2
40,2,"y","Bachelors","yes","no","Call Center",8,"60%",5,5,5,4,4,5,1,4,1,1,5,5,5,5,5,1,2,2,2,1,5,5,5,5,1,2,2,2,1,4,5,5,2,3,4,4,2,4,2,2
40,2,"y","Masters","yes","no","High Tech Sales",8,"50%",5,5,5,2,4,4,1,3,1,1,4,2,2,4,3,4,2,3,4,3,2,4,5,1,2,2,3,4,2,3,2,2,3,2,2,2,3,3,2,1
40,2,"y","Bachelors","yes","no","High Tech Sales",11,"50%",5,5,4,4,4,5,2,2,1,1,4,4,5,5,4,2,2,2,1,1,5,5,5,5,1,1,1,2,1,2,5,5,3,3,4,2,4,4,2,2
41,1,"n","Associates","yes","no","Food Service",2,"20%",4,5,5,4,4,1,2,2,1,1,3,3,3,4,4,3,1,2,3,1,5,5,5,5,1,1,1,4,3,2,5,5,4,3,4,4,4,4,3,4
41,1,"n","Bachelors","yes","no","Retail",3,"20%",5,5,4,4,4,4,2,2,1,1,5,5,4,5,4,1,1,1,1,2,5,5,5,5,1,1,1,1,1,1,5,5,4,2,4,4,4,4,3,3
41,1,"n","Bachelors","yes","no","Construction",3,"50%",5,4,3,3,3,3,3,3,1,2,5,3,3,5,4,3,2,1,4,3,5,4,4,4,3,2,2,3,5,3,4,3,3,1,2,2,4,3,2,1
41,1,"n","Bachelors","no","yes","Food Service",2,"20%",4,4,3,4,4,4,1,2,1,1,4,4,4,4,4,2,2,2,2,2,4,5,5,4,2,2,2,2,2,2,3,5,3,2,2,1,4,2,2,3
41,1,"n","Bachelors","no","yes","Technology",11,"50%",4,4,4,4,3,4,2,2,2,1,4,3,3,4,4,2,2,2,2,1,3,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4
41,1,"n","Bachelors","no","yes","Food Service",2,"20%",5,4,4,4,4,4,2,1,1,1,4,3,3,5,4,2,2,3,2,2,2,4,4,4,4,3,3,4,2,4,5,5,4,4,5,3,4,4,3,4
41,1,"n","Masters","yes","no","Insurance",3,"20%",4,3,3,4,3,4,2,2,1,5,4,4,5,4,4,2,2,2,2,5,4,4,5,4,2,2,2,4,2,4,2,2,2,1,2,1,4,2,2,1
41,1,"n","none","yes","no","Banking",3,"10%",4,4,5,4,4,5,3,3,3,1,2,2,5,4,3,4,2,4,4,1,4,4,5,5,3,2,2,4,2,1,3,3,5,4,3,4,3,4,3,2
41,1,"n","Bachelors","no","yes","Restaurant",6,"30%",2,4,4,1,4,4,3,4,1,2,1,1,2,2,3,4,3,4,4,4,3,4,4,5,4,1,1,3,2,2,3,4,3,2,2,2,2,2,2,2
41,1,"n","none","no","yes","Retail",3,"20%",3,4,4,3,3,4,2,2,2,2,3,3,2,2,3,3,2,3,4,4,4,3,4,4,4,3,2,3,2,3,4,4,2,2,2,1,2,3,2,1
41,1,"n","none","no","yes","Retail",3,"20%",4,4,3,4,3,4,2,2,2,2,4,3,3,4,3,4,2,2,4,3,3,4,4,4,2,2,3,2,2,3,4,4,4,3,2,2,3,2,2,2
41,1,"n","none","no","yes","Consulting",15,"50%",5,3,4,4,1,3,2,2,2,1,4,4,2,5,3,2,2,2,3,5,4,4,5,4,2,2,1,2,1,2,3,3,3,3,4,3,4,4,2,2
41,1,"y","Bachelors","yes","no","Programmer",8,"10%",5,1,3,5,3,4,1,3,2,1,4,5,5,5,5,2,1,1,2,1,5,5,5,5,2,1,1,3,1,1,3,3,3,3,2,3,4,5,2,2
41,1,"y","Bachelors","yes","no","Technology",11,"50%",3,3,2,3,3,3,3,4,5,3,4,2,2,3,2,4,3,2,4,3,4,5,4,3,3,2,2,2,2,2,4,3,3,2,3,2,3,4,3,2
41,1,"y","Bachelors","yes","no","Retail",3,"20%",3,2,2,3,2,3,3,4,2,2,4,2,2,2,2,4,4,2,4,4,5,5,5,3,3,1,1,1,1,2,4,4,3,2,2,3,3,3,2,2
41,1,"y","Associates","yes","no","Retail",3,"20%",4,4,4,4,4,4,2,2,5,1,4,4,4,4,4,2,2,2,2,1,4,4,5,4,4,2,4,4,2,2,3,3,4,2,2,4,4,4,2,1
41,1,"y","Bachelors","yes","no","Banking",3,"10%",5,5,5,5,5,5,2,2,1,1,5,4,4,5,5,2,1,2,3,2,2,3,4,3,4,3,3,4,3,4,4,5,4,3,4,4,4,4,3,3
41,1,"y","Bachelors","yes","no","Banking",3,"10%",4,4,4,4,3,4,2,4,2,2,4,5,3,4,3,2,2,2,2,2,4,4,4,4,3,2,2,3,2,2,4,4,2,2,2,3,4,3,4,2
41,1,"y","Bachelors","yes","no","Construction",1,"50%",4,3,3,4,2,3,3,2,2,2,2,2,3,4,1,3,2,4,3,2,4,4,4,4,2,2,2,3,1,2,4,4,4,2,3,2,4,4,2,1
41,1,"y","Associates","yes","no","Banking",2,"10%",4,4,3,4,4,3,2,1,1,1,3,3,3,3,4,3,2,2,2,1,5,5,5,5,1,1,1,1,1,1,5,4,5,4,4,3,5,4,3,2
41,2,"n","none","no","yes","Retail",3,"20%",4,3,3,4,3,3,3,2,2,2,4,2,2,4,3,4,4,2,4,2,3,4,4,4,2,2,2,2,2,3,2,2,3,1,3,3,3,3,1,3
41,2,"n","none","no","yes","Retail",3,"20%",5,5,5,5,3,4,3,2,2,4,5,4,2,5,5,2,1,1,2,1,4,5,5,3,4,4,4,4,2,3,3,4,3,4,3,4,3,4,3,3
41,2,"y","Associates","yes","yes","Retail",3,"30%",4,4,4,4,3,3,3,3,4,4,4,5,5,5,5,2,1,1,1,2,3,3,4,4,4,4,4,4,1,3,4,4,4,5,4,3,4,2,1,1
41,2,"y","Associates","yes","no","Retail",3,"30%",3,2,3,2,4,4,2,3,2,1,1,1,1,3,2,4,3,4,4,3,2,4,4,4,2,2,2,4,2,2,4,3,3,2,3,2,4,4,2,2
41,2,"y","Bachelors","no","yes","Retail",3,"20%",4,4,3,4,5,5,2,3,1,1,5,5,4,4,4,1,1,1,1,1,3,5,5,4,2,4,2,3,1,3,2,3,3,3,5,4,3,4,4,3
42,1,"n","Bachelors","yes","no","Consulting",3,"20%",4,3,3,4,3,2,3,2,3,2,5,5,4,4,4,1,3,2,2,1,4,3,4,4,3,3,3,4,1,3,4,4,4,4,4,3,4,3,2,3
42,1,"n","Bachelors","yes","no","Technology",11,"50%",5,5,4,4,4,4,2,1,1,1,1,3,5,5,5,2,1,1,3,1,4,5,5,5,2,1,1,3,1,3,4,3,4,2,2,2,3,3,1,1
42,1,"n","none","yes","no","Banking",2,"10%",2,4,4,3,4,2,3,4,2,2,2,4,4,2,4,4,2,4,4,2,4,4,4,4,2,2,2,2,2,2,4,4,4,2,4,2,4,4,2,2
42,1,"n","none","yes","no","Banking",2,"10%",2,2,2,4,3,4,4,3,2,1,3,2,2,2,3,4,2,4,4,4,2,4,4,4,2,2,2,2,2,2,4,4,2,2,2,2,2,3,2,2
42,1,"n","none","no","no","Building ",9,"10%",4,5,4,4,4,4,2,2,1,1,5,5,5,4,5,1,2,2,2,2,4,4,4,4,3,2,2,3,3,3,3,2,3,2,2,2,3,3,4,4
42,1,"n","none","yes","no","Banking",2,"10%",5,4,4,1,4,4,2,1,4,5,5,5,5,5,1,4,2,1,1,1,4,4,5,5,3,1,1,3,3,1,5,5,4,3,4,3,4,4,4,4
42,1,"n","none","yes","no","Insurance",3,"20%",4,4,3,3,3,3,3,2,2,2,4,2,2,4,3,3,3,2,3,4,4,4,4,3,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3
42,1,"y","Bachelors","yes","no","Financial",6,"40%",1,1,1,1,1,1,5,5,2,3,3,1,1,2,1,5,5,4,5,5,3,5,3,3,3,4,4,3,1,5,3,4,4,2,2,2,1,1,2,1
42,1,"y","Masters","yes","no","Technology",11,"70%",2,5,4,3,5,5,2,3,2,2,3,3,3,2,3,3,2,2,2,1,5,5,4,5,3,3,2,3,2,2,4,3,4,4,4,4,5,4,3,3
42,1,"y","Bachelors","yes","no","Retail ",1,"20%",3,5,5,5,4,4,2,3,1,2,4,5,5,3,5,1,1,3,2,1,3,4,4,2,3,4,3,5,3,3,5,5,4,3,4,3,4,5,2,2
42,1,"y","Bachelors","yes","no","Retail ",4,"20%",4,5,4,4,4,5,2,3,1,2,4,2,4,4,4,4,4,2,4,1,4,4,5,4,2,3,2,4,3,2,4,4,4,4,4,4,4,4,3,4
42,2,"n","Bachelors","yes","no","Restaurant",2,"30%",3,4,3,4,4,4,3,2,2,1,3,4,4,3,4,3,2,3,4,4,3,5,5,4,3,3,2,3,2,4,4,4,4,4,4,3,3,4,4,3
42,2,"n","Bachelors","yes","no","Restaurant",2,"40%",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,2,"n","none","yes","no","Restaurant",5,"40%",4,4,3,3,4,3,4,2,3,1,3,3,2,4,3,4,3,4,4,4,4,4,4,4,3,3,3,3,2,3,4,4,3,3,3,3,2,2,2,2
42,2,"y","Masters","no","no","Technology",11,"60%",5,5,5,5,5,5,2,2,1,1,4,2,5,5,5,1,1,2,2,1,4,5,5,5,2,2,2,2,1,2,4,4,4,4,4,2,4,4,4,4
42,2,"y","Associates","no","yes","Technology",11,"50%",4,4,4,3,4,4,2,2,3,1,3,3,4,4,3,3,2,4,3,1,4,5,5,5,2,2,1,2,2,1,1,1,4,3,2,2,4,4,1,2
42,2,"y","Bachelors","no","no","Technology",11,"50%",3,4,4,4,4,4,2,4,2,3,4,3,2,3,4,4,3,2,3,3,1,4,1,3,4,4,4,4,3,4,5,3,4,4,4,4,1,4,2,3
42,2,"y","Masters","yes","no","Nurse",9,"30%",4,2,2,3,3,3,3,3,2,1,3,2,4,4,3,4,2,3,4,3,4,5,5,5,2,2,2,3,2,2,1,1,2,2,2,2,2,3,1,1
42,2,"y","Bachelors","no","no","Banking",2,"20%",3,4,3,3,3,4,4,4,2,2,4,4,3,3,3,2,2,3,3,2,3,5,4,4,3,2,2,3,2,1,4,4,2,2,2,2,3,3,2,1
42,2,"y","Masters","no","no","Building ",11,"20%",2,4,3,4,5,2,4,2,1,1,2,2,2,2,2,4,2,4,4,1,2,5,5,5,2,4,2,4,1,2,4,4,4,4,4,4,2,4,2,2
43,1,"n","none","no","yes","Banking",2,"10%",4,3,4,5,4,5,3,4,2,1,4,4,5,4,4,2,1,3,4,2,5,5,5,5,4,2,2,2,1,1,3,3,4,3,3,3,4,5,2,2
43,1,"n","none","no","yes","Technology",9,"50%",4,2,2,3,2,3,4,4,2,2,3,4,2,4,2,3,2,3,4,2,3,4,3,3,4,4,4,2,2,3,2,2,2,3,1,2,3,4,3,3
43,1,"n","none","yes","yes","Insurance",3,"20%",2,3,3,2,5,4,4,3,5,5,3,4,3,2,3,2,3,2,5,4,2,2,4,5,4,2,2,2,3,2,1,1,4,2,2,3,4,3,2,2
43,1,"n","none","no","no","Banking",2,"10%",4,5,5,4,4,4,1,3,2,1,4,4,3,4,4,2,2,2,1,4,4,5,5,5,3,2,2,3,2,2,4,4,4,4,4,4,4,5,4,2
43,1,"n","none","no","yes","Technology",9,"10%",4,3,3,4,3,3,3,3,4,1,1,4,4,3,4,2,3,4,2,3,4,3,3,3,3,4,3,4,2,4,2,1,1,2,1,3,3,4,1,1
43,1,"y","Bachelors","no","yes","Retail",3,"20%",4,4,4,4,2,4,2,1,2,1,4,5,5,4,4,2,1,2,2,2,4,5,5,2,1,2,1,2,2,2,4,4,4,2,4,4,4,5,2,4
43,1,"y","Associates","no","no","Health Care",3,"30%",5,3,3,4,3,3,3,3,2,1,4,4,3,5,3,2,1,2,3,1,3,5,5,4,2,4,4,4,2,1,1,3,3,2,4,2,4,5,2,2
43,1,"y","Bachelors","no","yes","Retail",2,"20%",4,3,3,3,3,4,2,2,2,1,4,4,2,3,2,4,3,2,2,1,4,5,5,4,2,3,3,3,2,2,4,5,4,3,4,3,4,5,3,2
43,1,"y","Masters","no","yes","Restaurant",4,"40%",4,4,3,4,3,3,3,2,1,1,4,4,4,4,4,2,2,2,2,2,2,4,4,3,4,4,4,4,3,3,4,4,2,2,2,4,3,4,2,2
43,1,"y","Masters","yes","yes","Insurance",3,"30%",5,4,5,4,4,4,2,4,1,1,3,3,4,4,4,2,2,3,3,2,5,5,5,5,3,3,5,4,2,2,3,3,4,3,4,4,5,4,3,4
43,1,"y","Masters","no","yes","Health Care",2,"10%",4,4,4,4,3,4,2,2,4,1,3,3,2,4,4,3,2,3,4,2,4,3,3,4,2,5,4,4,2,2,2,2,4,4,3,3,4,3,3,4
43,1,"y","Associates","no","yes","Technology",9,"10%",3,1,1,4,3,3,3,3,5,1,2,4,2,3,4,2,1,4,2,1,3,3,4,4,2,2,2,4,3,3,4,2,3,2,4,2,1,4,1,1
43,1,"y","Associates","no","yes","Construction",1,"10%",5,4,4,4,4,3,2,2,1,1,4,4,2,4,5,2,2,2,2,2,3,4,4,4,2,2,2,2,2,4,3,2,3,2,4,3,4,4,3,4
43,1,"y","Bachelors","no","yes","Marketing",2,"40%",4,4,4,5,5,4,2,2,5,1,4,5,5,4,5,1,1,2,1,1,5,3,5,5,1,1,1,1,1,1,5,5,3,3,3,2,4,4,4,5
43,1,"y","Associates","no","yes","Consulting",3,"20%",4,5,4,4,4,4,2,2,1,1,5,4,4,4,4,2,2,2,2,2,2,4,4,4,2,2,2,4,2,2,4,4,4,2,2,2,4,4,2,2
43,1,"y","Associates","no","yes","Technology",9,"10%",4,3,3,2,3,3,3,2,3,1,3,3,4,4,3,3,3,3,3,2,4,4,5,5,3,1,1,2,1,1,2,2,4,3,4,4,3,5,3,3
43,2,"n","none","no","no","Technology",9,"10%",4,3,3,3,2,3,3,3,4,2,5,4,2,4,3,2,2,1,2,2,3,3,3,2,4,4,4,4,2,4,3,2,4,3,3,4,4,4,4,3
43,2,"n","none","yes","yes","Insurance",3,"30%",4,4,4,4,5,5,2,3,2,1,4,3,4,4,3,3,2,3,3,2,5,4,5,4,3,3,3,2,2,3,4,4,4,4,2,3,2,4,2,2
43,2,"n","none","yes","yes","Insurance",3,"10%",4,4,4,4,3,3,4,3,2,2,3,3,1,4,4,3,2,3,3,3,4,4,3,3,4,3,3,4,2,3,4,4,3,3,3,3,4,4,3,3
43,2,"n","none","yes","yes","Insurance",3,"40%",4,4,4,3,4,4,3,3,2,3,4,2,2,4,3,4,3,2,4,3,3,5,3,2,4,2,2,4,4,4,2,2,3,2,3,3,3,3,2,2
43,2,"n","none","yes","no","Call Center",3,"30%",2,4,3,1,3,3,2,2,2,1,2,1,1,3,3,5,3,4,4,2,2,2,4,3,4,3,3,4,5,3,4,4,4,2,2,2,4,3,2,2
43,2,"y","Associates","no","yes","Sales",7,"40%",4,5,5,4,4,5,2,2,2,3,4,4,5,3,3,4,3,2,2,2,2,4,5,4,4,3,2,4,4,4,2,4,3,2,2,3,1,2,3,1
43,2,"y","Masters","no","no","Construction",8,"20%",4,4,3,4,3,3,3,2,1,1,4,3,1,4,3,3,2,2,4,2,2,4,4,3,4,3,3,4,2,3,2,2,2,2,2,2,2,2,2,2
43,2,"y","Masters","no","no","Nurse",11,"60%",3,2,1,2,2,3,4,2,2,3,2,1,2,3,2,4,4,4,5,3,1,4,4,4,4,5,3,4,2,4,1,1,3,2,4,1,3,2,2,1
43,2,"y","Associates","no","yes","Sales",5,"30%",5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,1,1,1,1,1,5,5,5,1,1,1,1,3,1,1,5,5,5,5,5,5,5,5,5,5
44,1,"y","Bachelors","no","yes","Web Tech",6,"10%",5,5,4,5,4,4,2,4,2,1,5,4,4,5,5,4,5,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,3,4,3,2,4,4,4,4
44,1,"y","Masters","no","yes","Banking",2,"10%",4,4,3,4,4,4,2,1,1,1,4,2,4,5,4,2,1,2,4,1,1,1,1,1,4,2,2,2,4,2,3,3,3,3,4,4,4,4,3,3
44,1,"y","Masters","no","yes","Technology",9,"60%",5,4,4,4,4,4,2,2,1,1,4,3,4,5,4,3,2,2,3,2,5,5,5,5,2,1,1,3,2,4,1,4,4,2,5,3,4,4,4,4
44,1,"y","Associates","no","yes","Restaurant",7,"40%",3,3,3,3,2,3,3,3,2,3,3,3,2,4,3,3,2,3,3,3,2,3,4,3,4,3,3,3,3,3,3,2,3,2,2,2,3,3,2,3
44,1,"y","Bachelors","no","yes","Banking",4,"20%",5,4,3,4,4,4,2,2,1,1,4,4,4,4,4,2,2,1,2,2,4,4,5,4,3,2,2,2,2,2,3,3,4,4,4,4,4,4,2,3
44,2,"n","none","yes","no","Insurance",3,"20%",4,4,3,4,3,4,2,2,2,2,5,4,4,4,4,2,2,1,1,1,4,5,5,5,2,2,2,2,2,2,2,2,3,2,2,2,3,4,2,2
44,2,"n","none","no","no","Other",3,"20%",4,4,3,4,4,4,3,3,2,2,5,4,4,4,3,1,2,2,3,2,3,4,5,4,3,2,1,3,1,2,4,4,4,4,3,3,3,3,3,3
44,2,"n","none","no","no","Sales",6,"40%",2,1,2,2,2,2,4,4,3,2,3,2,2,2,2,5,4,5,5,4,2,3,3,2,4,4,4,4,3,4,3,2,1,1,1,1,1,1,1,1
44,2,"n","none","no","no","Sales",12,"50%",2,4,3,4,3,4,2,2,2,3,2,2,2,2,2,4,2,4,4,4,2,4,2,2,4,4,4,4,2,4,4,4,2,2,2,2,2,4,3,3
44,2,"n","none","no","no","Retail",2,"10%",4,4,4,4,3,4,3,3,1,1,4,4,4,4,4,2,2,2,2,2,4,4,4,4,3,2,2,2,4,2,2,2,3,3,3,4,4,4,2,2
44,2,"y","Bachelors","yes","no","Tech Sales",8,"10%",4,2,2,4,2,3,3,3,2,2,4,2,1,4,2,4,3,2,4,2,4,4,4,4,3,2,2,3,1,2,2,2,4,3,4,3,3,3,2,2
44,2,"y","Bachelors","yes","no","Banking",4,"20%",5,5,4,5,4,4,2,2,1,1,5,5,5,5,5,1,5,1,1,1,5,5,5,3,3,3,3,3,1,3,5,5,1,1,1,1,1,3,3,1
44,2,"y","Bachelors","yes","no","Banking",4,"20%",3,2,4,3,4,4,4,3,3,1,3,1,2,2,1,2,3,3,3,3,5,5,4,4,3,2,2,3,1,2,3,3,4,4,5,4,4,4,3,2
